dag_id,dag_run_date,rca_report,agent_version
user_segmentation,2026-05-24,"## Root Cause Analysis — `user_segmentation`
**DAG run date:** 2026-05-24  |  **Failing task:** `push_to_crm`  |  **Generated by:** dataops-assistant v1

### Summary
The `user_segmentation` run failed at task `push_to_crm`. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.

### Detected failure signals
`FetchFailedException`, `Shuffle block fetch failed`, `Connection reset by peer`

### Root cause
The terminal attempt surfaced **FetchFailedException**. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries. Downstream tasks were skipped once `push_to_crm` exhausted its retries.

### Historical context
`user_segmentation` has failed **2** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `push_to_crm` and confirm the FetchFailedException signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `push_to_crm` to alert on early signs of `FetchFailedException`.
",v1
ml_feature_store,2026-05-25,"## Root Cause Analysis — `ml_feature_store`
**DAG run date:** 2026-05-25  |  **Failing task:** `validate_features`  |  **Generated by:** dataops-assistant v1

### Summary
The `ml_feature_store` run failed at task `validate_features`. A data-quality expectation failed because a non-nullable key column contained nulls in the latest batch, halting the pipeline by design.

### Detected failure signals
`ConstraintViolation`, `Null values in non-nullable column`, `Expectation failed: not_null`

### Root cause
The terminal attempt surfaced **ConstraintViolation**. A data-quality expectation failed because a non-nullable key column contained nulls in the latest batch, halting the pipeline by design. Downstream tasks were skipped once `validate_features` exhausted its retries.

### Historical context
`ml_feature_store` has failed **3** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `validate_features` and confirm the ConstraintViolation signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `validate_features` to alert on early signs of `ConstraintViolation`.
",v1
clickstream_ingest,2026-05-26,"## Root Cause Analysis — `clickstream_ingest`
**DAG run date:** 2026-05-26  |  **Failing task:** `write_bronze`  |  **Generated by:** dataops-assistant v1

### Summary
The `clickstream_ingest` run failed at task `write_bronze`. The task exceeded its execution timeout, consistent with growing data volume or cluster resource contention during the run window.

### Detected failure signals
`TimeoutException`, `SLA missed`, `Task exceeded execution timeout`

### Root cause
The terminal attempt surfaced **TimeoutException**. The task exceeded its execution timeout, consistent with growing data volume or cluster resource contention during the run window. Downstream tasks were skipped once `write_bronze` exhausted its retries.

### Historical context
`clickstream_ingest` has failed **0** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `write_bronze` and confirm the TimeoutException signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `write_bronze` to alert on early signs of `TimeoutException`.
",v1
revenue_reporting,2026-05-26,"## Root Cause Analysis — `revenue_reporting`
**DAG run date:** 2026-05-26  |  **Failing task:** `build_dashboards_tbl`  |  **Generated by:** dataops-assistant v1

### Summary
The `revenue_reporting` run failed at task `build_dashboards_tbl`. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.

### Detected failure signals
`PERMISSION_DENIED`, `User does not have SELECT on table`, `Unauthorized`

### Root cause
The terminal attempt surfaced **PERMISSION_DENIED**. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change. Downstream tasks were skipped once `build_dashboards_tbl` exhausted its retries.

### Historical context
`revenue_reporting` has failed **2** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `build_dashboards_tbl` and confirm the PERMISSION_DENIED signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `build_dashboards_tbl` to alert on early signs of `PERMISSION_DENIED`.
",v1
inventory_sync,2026-05-29,"## Root Cause Analysis — `inventory_sync`
**DAG run date:** 2026-05-29  |  **Failing task:** `reconcile_stock`  |  **Generated by:** dataops-assistant v1

### Summary
The `inventory_sync` run failed at task `reconcile_stock`. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.

### Detected failure signals
`FetchFailedException`, `Shuffle block fetch failed`, `Connection reset by peer`

### Root cause
The terminal attempt surfaced **FetchFailedException**. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries. Downstream tasks were skipped once `reconcile_stock` exhausted its retries.

### Historical context
`inventory_sync` has failed **3** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `reconcile_stock` and confirm the FetchFailedException signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `reconcile_stock` to alert on early signs of `FetchFailedException`.
",v1
clickstream_ingest,2026-05-30,"## Root Cause Analysis — `clickstream_ingest`
**DAG run date:** 2026-05-30  |  **Failing task:** `write_bronze`  |  **Generated by:** dataops-assistant v1

### Summary
The `clickstream_ingest` run failed at task `write_bronze`. Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step.

### Detected failure signals
`AnalysisException`, `cannot resolve column`, `Schema mismatch detected`

### Root cause
The terminal attempt surfaced **AnalysisException**. Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step. Downstream tasks were skipped once `write_bronze` exhausted its retries.

### Historical context
`clickstream_ingest` has failed **1** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `write_bronze` and confirm the AnalysisException signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `write_bronze` to alert on early signs of `AnalysisException`.
",v1
user_segmentation,2026-05-30,"## Root Cause Analysis — `user_segmentation`
**DAG run date:** 2026-05-30  |  **Failing task:** `load_activity`  |  **Generated by:** dataops-assistant v1

### Summary
The `user_segmentation` run failed at task `load_activity`. Connection to the upstream source database timed out after retries, pointing to a network blip or source unavailability rather than a code defect.

### Detected failure signals
`SQLTransientConnectionException`, `Connection timed out`, `Read timed out`

### Root cause
The terminal attempt surfaced **SQLTransientConnectionException**. Connection to the upstream source database timed out after retries, pointing to a network blip or source unavailability rather than a code defect. Downstream tasks were skipped once `load_activity` exhausted its retries.

### Historical context
`user_segmentation` has failed **3** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `load_activity` and confirm the SQLTransientConnectionException signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `load_activity` to alert on early signs of `SQLTransientConnectionException`.
",v1
ml_feature_store,2026-05-31,"## Root Cause Analysis — `ml_feature_store`
**DAG run date:** 2026-05-31  |  **Failing task:** `compute_features`  |  **Generated by:** dataops-assistant v1

### Summary
The `ml_feature_store` run failed at task `compute_features`. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.

### Detected failure signals
`PERMISSION_DENIED`, `User does not have SELECT on table`, `Unauthorized`

### Root cause
The terminal attempt surfaced **PERMISSION_DENIED**. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change. Downstream tasks were skipped once `compute_features` exhausted its retries.

### Historical context
`ml_feature_store` has failed **4** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `compute_features` and confirm the PERMISSION_DENIED signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `compute_features` to alert on early signs of `PERMISSION_DENIED`.
",v1
user_segmentation,2026-05-31,"## Root Cause Analysis — `user_segmentation`
**DAG run date:** 2026-05-31  |  **Failing task:** `load_activity`  |  **Generated by:** dataops-assistant v1

### Summary
The `user_segmentation` run failed at task `load_activity`. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.

### Detected failure signals
`FetchFailedException`, `Shuffle block fetch failed`, `Connection reset by peer`

### Root cause
The terminal attempt surfaced **FetchFailedException**. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries. Downstream tasks were skipped once `load_activity` exhausted its retries.

### Historical context
`user_segmentation` has failed **4** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `load_activity` and confirm the FetchFailedException signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `load_activity` to alert on early signs of `FetchFailedException`.
",v1
customer_360_pipeline,2026-06-02,"## Root Cause Analysis — `customer_360_pipeline`
**DAG run date:** 2026-06-02  |  **Failing task:** `build_profiles`  |  **Generated by:** dataops-assistant v2

### Summary
The `customer_360_pipeline` run failed at task `build_profiles`. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.

### Detected failure signals
`FetchFailedException`, `Shuffle block fetch failed`, `Connection reset by peer`

### Root cause
The terminal attempt surfaced **FetchFailedException**. A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries. Downstream tasks were skipped once `build_profiles` exhausted its retries.

### Historical context
`customer_360_pipeline` has failed **2** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `build_profiles` and confirm the FetchFailedException signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `build_profiles` to alert on early signs of `FetchFailedException`.
",v2
clickstream_ingest,2026-06-02,"## Root Cause Analysis — `clickstream_ingest`
**DAG run date:** 2026-06-02  |  **Failing task:** `sessionize`  |  **Generated by:** dataops-assistant v2

### Summary
The `clickstream_ingest` run failed at task `sessionize`. Executor lost after exceeding container memory limits during a wide shuffle/aggregation; consistent with data skew or under-provisioned executor memory.

### Detected failure signals
`OutOfMemoryError`, `ExecutorLostFailure`, `Container killed by YARN exceeding memory limits`

### Root cause
The terminal attempt surfaced **OutOfMemoryError**. Executor lost after exceeding container memory limits during a wide shuffle/aggregation; consistent with data skew or under-provisioned executor memory. Downstream tasks were skipped once `sessionize` exhausted its retries.

### Historical context
`clickstream_ingest` has failed **2** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `sessionize` and confirm the OutOfMemoryError signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `sessionize` to alert on early signs of `OutOfMemoryError`.
",v2
data_quality_checks,2026-06-03,"## Root Cause Analysis — `data_quality_checks`
**DAG run date:** 2026-06-03  |  **Failing task:** `load_snapshots`  |  **Generated by:** dataops-assistant v2

### Summary
The `data_quality_checks` run failed at task `load_snapshots`. The job ran out of local disk while spilling during a heavy shuffle/sort, exhausting node storage.

### Detected failure signals
`No space left on device`, `DiskQuotaExceeded`, `IOException during spill`

### Root cause
The terminal attempt surfaced **No space left on device**. The job ran out of local disk while spilling during a heavy shuffle/sort, exhausting node storage. Downstream tasks were skipped once `load_snapshots` exhausted its retries.

### Historical context
`data_quality_checks` has failed **0** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `load_snapshots` and confirm the No space left on device signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `load_snapshots` to alert on early signs of `No space left on device`.
",v2
inventory_sync,2026-06-04,"## Root Cause Analysis — `inventory_sync`
**DAG run date:** 2026-06-04  |  **Failing task:** `pull_warehouse_api`  |  **Generated by:** dataops-assistant v2

### Summary
The `inventory_sync` run failed at task `pull_warehouse_api`. Executor lost after exceeding container memory limits during a wide shuffle/aggregation; consistent with data skew or under-provisioned executor memory.

### Detected failure signals
`OutOfMemoryError`, `ExecutorLostFailure`, `Container killed by YARN exceeding memory limits`

### Root cause
The terminal attempt surfaced **OutOfMemoryError**. Executor lost after exceeding container memory limits during a wide shuffle/aggregation; consistent with data skew or under-provisioned executor memory. Downstream tasks were skipped once `pull_warehouse_api` exhausted its retries.

### Historical context
`inventory_sync` has failed **4** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `pull_warehouse_api` and confirm the OutOfMemoryError signal.
2. Re-run the DAG — transient infrastructure cause likely cleared.
3. Add/adjust monitoring on `pull_warehouse_api` to alert on early signs of `OutOfMemoryError`.
",v2
ml_feature_store,2026-06-04,"## Root Cause Analysis — `ml_feature_store`
**DAG run date:** 2026-06-04  |  **Failing task:** `materialize_online`  |  **Generated by:** dataops-assistant v2

### Summary
The `ml_feature_store` run failed at task `materialize_online`. Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step.

### Detected failure signals
`AnalysisException`, `cannot resolve column`, `Schema mismatch detected`

### Root cause
The terminal attempt surfaced **AnalysisException**. Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step. Downstream tasks were skipped once `materialize_online` exhausted its retries.

### Historical context
`ml_feature_store` has failed **5** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `materialize_online` and confirm the AnalysisException signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `materialize_online` to alert on early signs of `AnalysisException`.
",v2
marketing_attribution,2026-06-05,"## Root Cause Analysis — `marketing_attribution`
**DAG run date:** 2026-06-05  |  **Failing task:** `load_ad_spend`  |  **Generated by:** dataops-assistant v2

### Summary
The `marketing_attribution` run failed at task `load_ad_spend`. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.

### Detected failure signals
`PERMISSION_DENIED`, `User does not have SELECT on table`, `Unauthorized`

### Root cause
The terminal attempt surfaced **PERMISSION_DENIED**. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change. Downstream tasks were skipped once `load_ad_spend` exhausted its retries.

### Historical context
`marketing_attribution` has failed **2** time(s) earlier in the last 30 days. This appears to be an isolated/intermittent occurrence in the trailing window.

### Recommended actions
1. Inspect the terminal task log for `load_ad_spend` and confirm the PERMISSION_DENIED signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `load_ad_spend` to alert on early signs of `PERMISSION_DENIED`.
",v2
customer_360_pipeline,2026-06-06,"## Root Cause Analysis — `customer_360_pipeline`
**DAG run date:** 2026-06-06  |  **Failing task:** `ingest_crm`  |  **Generated by:** dataops-assistant v2

### Summary
The `customer_360_pipeline` run failed at task `ingest_crm`. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.

### Detected failure signals
`PERMISSION_DENIED`, `User does not have SELECT on table`, `Unauthorized`

### Root cause
The terminal attempt surfaced **PERMISSION_DENIED**. The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change. Downstream tasks were skipped once `ingest_crm` exhausted its retries.

### Historical context
`customer_360_pipeline` has failed **3** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `ingest_crm` and confirm the PERMISSION_DENIED signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `ingest_crm` to alert on early signs of `PERMISSION_DENIED`.
",v2
customer_360_pipeline,2026-06-08,"## Root Cause Analysis — `customer_360_pipeline`
**DAG run date:** 2026-06-08  |  **Failing task:** `resolve_identity`  |  **Generated by:** dataops-assistant v2

### Summary
The `customer_360_pipeline` run failed at task `resolve_identity`. The upstream source partition for this run date was missing/empty, so the task aborted before processing any records.

### Detected failure signals
`FileNotFoundException`, `Path does not exist`, `0 records read from source`

### Root cause
The terminal attempt surfaced **FileNotFoundException**. The upstream source partition for this run date was missing/empty, so the task aborted before processing any records. Downstream tasks were skipped once `resolve_identity` exhausted its retries.

### Historical context
`customer_360_pipeline` has failed **4** time(s) earlier in the last 30 days. This is a recurring failure mode for this DAG and warrants a durable fix rather than a re-run.

### Recommended actions
1. Inspect the terminal task log for `resolve_identity` and confirm the FileNotFoundException signal.
2. Apply a targeted fix before re-running; a blind retry will likely fail again.
3. Add/adjust monitoring on `resolve_identity` to alert on early signs of `FileNotFoundException`.
",v2
